Unique_ID,YEAR,NUMBER_SCRIPTS,LAUNCH_YEAR,PROPNAME,Type_ID,Manuf_ID,DOSAGE_ID,PAYER,UNIQUE_MEMBERS,THER_CLASS
3140,2016,57,2013,BENZTROPINE MESYLATE,1,116,2,1,29,15
3141,2016,68,2013,BENZTROPINE MESYLATE,1,116,2,1,29,15
3142,2016,38,2012,BENZTROPINE MESYLATE,1,247,2,1,12,15
3143,2016,120,2014,BENZTROPINE MESYLATE,1,248,2,1,29,15
3144,2016,151,2014,BENZTROPINE MESYLATE,1,248,2,1,45,15
3145,2016,32,2014,BENZTROPINE MESYLATE,1,248,2,1,11,15
3146,2016,5640,2007,BENZTROPINE MESYLATE,1,24,2,3,922,15
3147,2016,10418,2007,BENZTROPINE MESYLATE,1,24,2,3,1703,15
3148,2016,2487,2007,BENZTROPINE MESYLATE,1,24,2,3,341,15
3149,2016,2432,1996,BENZTROPINE MESYLATE,1,152,2,3,460,15
3150,2016,6841,1996,BENZTROPINE MESYLATE,1,152,2,3,1069,15
3151,2016,1809,1996,BENZTROPINE MESYLATE,1,152,2,3,251,15
3152,2016,224,2015,BENZTROPINE MESYLATE,1,249,2,3,50,15
3153,2016,289,2013,BENZTROPINE MESYLATE,1,116,2,3,98,15
3154,2016,324,2013,BENZTROPINE MESYLATE,1,116,2,3,92,15
3155,2016,191,2013,BENZTROPINE MESYLATE,1,116,2,3,45,15
3156,2016,381,2012,BENZTROPINE MESYLATE,1,247,2,3,75,15
3157,2016,386,2012,BENZTROPINE MESYLATE,1,247,2,3,143,15
3158,2016,31,2012,BENZTROPINE MESYLATE,1,247,2,3,13,15
3159,2016,241,2012,BENZTROPINE MESYLATE,1,250,2,3,115,15
3160,2016,324,2012,BENZTROPINE MESYLATE,1,250,2,3,165,15
3161,2016,47,2012,BENZTROPINE MESYLATE,1,250,2,3,33,15
3162,2016,681,2014,BENZTROPINE MESYLATE,1,248,2,3,143,15
3163,2016,956,2014,BENZTROPINE MESYLATE,1,248,2,3,217,15
3164,2016,295,2014,BENZTROPINE MESYLATE,1,248,2,3,67,15
3165,2016,2883,2007,BENZTROPINE MESYLATE,1,24,2,2,640,15
3166,2016,4331,2007,BENZTROPINE MESYLATE,1,24,2,2,1030,15
3167,2016,952,2007,BENZTROPINE MESYLATE,1,24,2,2,164,15
3168,2016,1638,1996,BENZTROPINE MESYLATE,1,152,2,2,404,15
3169,2016,3839,1996,BENZTROPINE MESYLATE,1,152,2,2,739,15
3170,2016,992,1996,BENZTROPINE MESYLATE,1,152,2,2,154,15
3171,2016,94,2015,BENZTROPINE MESYLATE,1,249,2,2,20,15
3172,2016,173,2013,BENZTROPINE MESYLATE,1,116,2,2,68,15
3173,2016,205,2013,BENZTROPINE MESYLATE,1,116,2,2,63,15
3174,2016,68,2013,BENZTROPINE MESYLATE,1,116,2,2,24,15
3175,2016,185,2012,BENZTROPINE MESYLATE,1,247,2,2,47,15
3176,2016,143,2012,BENZTROPINE MESYLATE,1,247,2,2,58,15
3177,2016,85,2012,BENZTROPINE MESYLATE,1,250,2,2,52,15
3178,2016,99,2012,BENZTROPINE MESYLATE,1,250,2,2,49,15
3179,2016,20,2012,BENZTROPINE MESYLATE,1,250,2,2,16,15
3180,2016,318,2014,BENZTROPINE MESYLATE,1,248,2,2,83,15
3181,2016,468,2014,BENZTROPINE MESYLATE,1,248,2,2,116,15
3182,2016,104,2014,BENZTROPINE MESYLATE,1,248,2,2,26,15
3183,2016,16,2015,ULESFIA,2,251,31,1,14,2
3184,2016,315,2009,BEPREVE,2,2,28,1,162,2
3185,2016,160,2009,BEPREVE,2,2,28,3,73,2
3186,2016,39,2009,BEPREVE,2,2,28,2,22,2
3187,2016,260,2009,BESIVANCE,2,78,15,1,193,2
3188,2016,598,2009,BESIVANCE,2,78,15,3,405,2
3189,2016,116,0,BETA CAROTENE,2,50,52,2,43,1
3190,2016,389,1999,PRENATABS FA,2,207,8,1,186,1
3191,2016,1338,1999,PRENATABS FA,2,207,8,2,636,1
3192,2016,27,2004,BETAMETHASONE,1,252,6,1,22,2
3193,2016,25,2004,BETAMETHASONE,1,252,6,3,18,2
3194,2016,18,2004,BETAMETHASONE,1,252,6,2,16,2
3195,2016,1224,1984,BETAMETHASONE DIPROPIONATE,1,94,6,1,906,2
3196,2016,1309,1984,BETAMETHASONE DIPROPIONATE,1,94,30,1,953,2
3197,2016,686,2009,BETAMETHASONE DIPROPIONATE,1,94,31,1,479,2
3198,2016,87,2009,BETAMETHASONE DIPROPIONATE,1,94,6,1,79,2
3199,2016,713,2007,BETAMETHASONE DIPROPIONATE,1,94,31,1,465,2
3200,2016,25,2009,BETAMETHASONE DIPROPIONATE,1,94,30,1,21,2
3201,2016,1464,2002,BETAMETHASONE DIPROPIONATE,1,87,6,1,1136,2
3202,2016,880,2002,BETAMETHASONE DIPROPIONATE,1,87,30,1,718,2
3203,2016,1414,2007,BETAMETHASONE DIPROPIONATE,1,87,57,1,986,2
3204,2016,56,2016,BETAMETHASONE DIPROPIONATE,1,253,31,1,52,2
3205,2016,1099,2006,BETAMETHASONE DIPROPIONATE,1,26,31,1,669,2
3206,2016,770,2006,BETAMETHASONE DIPROPIONATE,1,40,6,1,612,2
3207,2016,1574,1992,BETAMETHASONE DIPROPIONATE,1,59,6,1,1209,2
3208,2016,123,2003,BETAMETHASONE DIPROPIONATE,1,59,5,1,87,2
3209,2016,363,2003,BETAMETHASONE DIPROPIONATE,1,59,58,1,262,2
3210,2016,1429,2007,BETAMETHASONE DIPROPIONATE,1,59,59,1,819,2
3211,2016,820,2012,BETAMETHASONE DIPROPIONATE,1,10,30,1,612,2
3212,2016,1382,2008,BETAMETHASONE DIPROPIONATE,1,99,6,1,1011,2
3213,2016,1739,1984,BETAMETHASONE DIPROPIONATE,1,94,6,3,1004,2
3214,2016,1091,1984,BETAMETHASONE DIPROPIONATE,1,94,30,3,677,2
3215,2016,427,2009,BETAMETHASONE DIPROPIONATE,1,94,31,3,309,2
3216,2016,66,2009,BETAMETHASONE DIPROPIONATE,1,94,6,3,55,2
3217,2016,541,2007,BETAMETHASONE DIPROPIONATE,1,94,31,3,345,2
3218,2016,24,2009,BETAMETHASONE DIPROPIONATE,1,94,30,3,23,2
3219,2016,1324,2002,BETAMETHASONE DIPROPIONATE,1,87,6,3,865,2
3220,2016,568,2002,BETAMETHASONE DIPROPIONATE,1,87,30,3,405,2
3221,2016,898,2007,BETAMETHASONE DIPROPIONATE,1,87,57,3,542,2
3222,2016,40,2016,BETAMETHASONE DIPROPIONATE,1,253,31,3,36,2
3223,2016,879,2006,BETAMETHASONE DIPROPIONATE,1,26,31,3,508,2
3224,2016,794,2006,BETAMETHASONE DIPROPIONATE,1,40,6,3,504,2
3225,2016,1242,1992,BETAMETHASONE DIPROPIONATE,1,59,6,3,747,2
3226,2016,88,2003,BETAMETHASONE DIPROPIONATE,1,59,5,3,49,2
3227,2016,408,2003,BETAMETHASONE DIPROPIONATE,1,59,58,3,271,2
3228,2016,636,2007,BETAMETHASONE DIPROPIONATE,1,59,59,3,377,2
3229,2016,584,2012,BETAMETHASONE DIPROPIONATE,1,10,30,3,349,2
3230,2016,824,2008,BETAMETHASONE DIPROPIONATE,1,99,6,3,528,2
3231,2016,693,1984,BETAMETHASONE DIPROPIONATE,1,94,6,2,466,2
3232,2016,566,1984,BETAMETHASONE DIPROPIONATE,1,94,30,2,391,2
3233,2016,230,2009,BETAMETHASONE DIPROPIONATE,1,94,31,2,149,2
3234,2016,31,2009,BETAMETHASONE DIPROPIONATE,1,94,6,2,23,2
3235,2016,260,2007,BETAMETHASONE DIPROPIONATE,1,94,31,2,173,2
3236,2016,724,2002,BETAMETHASONE DIPROPIONATE,1,87,6,2,500,2
3237,2016,336,2002,BETAMETHASONE DIPROPIONATE,1,87,30,2,253,2
3238,2016,540,2007,BETAMETHASONE DIPROPIONATE,1,87,57,2,338,2
3239,2016,20,2016,BETAMETHASONE DIPROPIONATE,1,253,31,2,17,2
3240,2016,415,2006,BETAMETHASONE DIPROPIONATE,1,26,31,2,233,2
3241,2016,316,2006,BETAMETHASONE DIPROPIONATE,1,40,6,2,206,2
3242,2016,632,1992,BETAMETHASONE DIPROPIONATE,1,59,6,2,473,2
3243,2016,33,2003,BETAMETHASONE DIPROPIONATE,1,59,5,2,26,2
3244,2016,130,2003,BETAMETHASONE DIPROPIONATE,1,59,58,2,91,2
3245,2016,474,2007,BETAMETHASONE DIPROPIONATE,1,59,59,2,256,2
3246,2016,232,2012,BETAMETHASONE DIPROPIONATE,1,10,30,2,156,2
3247,2016,394,2008,BETAMETHASONE DIPROPIONATE,1,99,6,2,250,2
3248,2016,550,2009,BETAMETHASONE VALERATE,1,94,30,1,435,2
3249,2016,455,2009,BETAMETHASONE VALERATE,1,94,6,1,354,2
3250,2016,434,2009,BETAMETHASONE VALERATE,1,94,31,1,282,2
3251,2016,414,2002,BETAMETHASONE VALERATE,1,87,6,1,312,2
3252,2016,367,2002,BETAMETHASONE VALERATE,1,87,30,1,290,2
3253,2016,45,2015,BETAMETHASONE VALERATE,1,2,30,1,41,2
3254,2016,183,2011,BETAMETHASONE VALERATE,1,40,49,1,94,2
3255,2016,209,1988,BETAMETHASONE VALERATE,1,59,6,1,164,2
3256,2016,256,1985,BETAMETHASONE VALERATE,1,254,31,1,185,2
3257,2016,313,2009,BETAMETHASONE VALERATE,1,94,30,3,214,2
3258,2016,546,2009,BETAMETHASONE VALERATE,1,94,6,3,337,2
3259,2016,418,2009,BETAMETHASONE VALERATE,1,94,31,3,280,2
3260,2016,496,2002,BETAMETHASONE VALERATE,1,87,6,3,310,2
3261,2016,205,2002,BETAMETHASONE VALERATE,1,87,30,3,126,2
3262,2016,18,2015,BETAMETHASONE VALERATE,1,2,30,3,17,2
3263,2016,56,2011,BETAMETHASONE VALERATE,1,40,49,3,33,2
3264,2016,230,1988,BETAMETHASONE VALERATE,1,59,6,3,97,2
3265,2016,345,1985,BETAMETHASONE VALERATE,1,254,31,3,226,2
3266,2016,212,2009,BETAMETHASONE VALERATE,1,94,30,2,171,2
3267,2016,216,2009,BETAMETHASONE VALERATE,1,94,6,2,149,2
3268,2016,170,2009,BETAMETHASONE VALERATE,1,94,31,2,88,2
3269,2016,202,2002,BETAMETHASONE VALERATE,1,87,6,2,156,2
3270,2016,125,2002,BETAMETHASONE VALERATE,1,87,30,2,106,2
3271,2016,28,2015,BETAMETHASONE VALERATE,1,2,30,2,24,2
3272,2016,65,2011,BETAMETHASONE VALERATE,1,40,49,2,29,2
3273,2016,87,1988,BETAMETHASONE VALERATE,1,59,6,2,68,2
3274,2016,96,1985,BETAMETHASONE VALERATE,1,254,31,2,63,2
3275,2016,163,1996,BETOPTIC S,2,2,15,1,49,2
3276,2016,87,2003,BETAXOLOL,1,222,28,1,25,2
3277,2016,524,1996,BETOPTIC S,2,2,15,3,137,2
3278,2016,424,2003,BETAXOLOL,1,222,28,3,109,2
3279,2016,95,2000,BETAXOLOL HYDROCHLORIDE,1,255,28,3,31,2
3280,2016,30,2010,BETHANECHOL CHLORIDE,1,228,2,1,15,12
3281,2016,63,2010,BETHANECHOL CHLORIDE,1,22,2,1,25,12
3282,2016,134,2010,BETHANECHOL CHLORIDE,1,22,2,1,54,12
3283,2016,37,2010,BETHANECHOL CHLORIDE,1,22,2,1,14,12
3284,2016,57,2010,BETHANECHOL CHLORIDE,1,158,2,3,18,12
3285,2016,102,2010,BETHANECHOL CHLORIDE,1,228,2,3,30,12
3286,2016,42,2010,BETHANECHOL CHLORIDE,1,156,2,3,15,12
3287,2016,66,2010,BETHANECHOL CHLORIDE,2,156,2,3,23,12
3288,2016,65,2010,BETHANECHOL CHLORIDE,1,22,2,3,18,12
3289,2016,254,2010,BETHANECHOL CHLORIDE,1,22,2,3,47,12
3290,2016,527,2010,BETHANECHOL CHLORIDE,1,22,2,3,107,12
3291,2016,85,2010,BETHANECHOL CHLORIDE,1,22,2,3,17,12
3292,2016,32,2010,BETHANECHOL CHLORIDE,1,22,2,2,13,12
3293,2016,47,2010,BETHANECHOL CHLORIDE,1,22,2,2,20,12
3294,2016,440,2010,BICALUTAMIDE,1,66,8,1,195,6
3295,2016,166,2009,BICALUTAMIDE,1,113,8,1,75,6
3296,2016,433,2009,BICALUTAMIDE,1,126,2,1,154,6
3297,2016,1614,2010,BICALUTAMIDE,1,66,8,3,641,6
3298,2016,25,2010,BICALUTAMIDE,1,25,2,3,11,6
3299,2016,854,2009,BICALUTAMIDE,1,113,8,3,341,6
3300,2016,1747,2009,BICALUTAMIDE,1,126,2,3,525,6
3301,2016,24,2009,BICALUTAMIDE,1,256,2,3,17,6
3302,2016,104,2010,BICALUTAMIDE,1,66,8,2,29,6
3303,2016,39,2009,BICALUTAMIDE,1,113,8,2,21,6
3304,2016,95,2009,BICALUTAMIDE,1,126,2,2,21,6
3305,2016,6254,2010,LUMIGAN,2,109,28,1,1621,2
3306,2016,341,2009,LATISSE,2,109,28,1,197,2
3307,2016,394,2015,BIMATOPROST,1,2,28,1,142,2
3308,2016,21130,2010,LUMIGAN,2,109,28,3,4340,2
3309,2016,50,2009,LATISSE,2,109,28,3,27,2
3310,2016,443,2015,BIMATOPROST,1,2,28,3,132,2
3311,2016,608,2010,LUMIGAN,2,109,28,2,140,2
3312,2016,17,2009,LATISSE,2,109,28,2,11,2
3313,2016,64,2015,BIMATOPROST,1,2,28,2,23,2
3314,2016,73,2002,GENTLE LAXATIVE,1,30,2,1,73,11
3315,2016,61,2011,ENTERIC COATED STIMULANT LAXATIVE,2,50,10,1,60,11
3316,2016,1028,2005,BISACODYL,1,209,10,1,979,11
3317,2016,167,1991,BISAC-EVAC,2,31,16,1,113,11
3318,2016,42,2002,UNIT DOSE BISACODYL,2,25,3,1,42,11
3319,2016,1186,2008,BISACODYL,1,25,3,1,1151,11
3320,2016,25,2015,UP AND UP GENTLE LAXATIVE,1,51,3,1,24,11
3321,2016,16,2002,GENTLE LAXATIVE,1,57,60,1,16,11
3322,2016,24,0,CVS BISACODYL,2,44,46,1,24,11
3323,2016,26,0,CVS GENTLE LAXATIVE,2,44,52,1,26,11
3324,2016,13,2000,STIMULANT LAXATIVE ENTERIC COATED,2,28,2,1,13,11
3325,2016,17,2002,GENTLE LAXATIVE,1,30,2,3,16,11
3326,2016,40,2002,BISCOLAX,2,50,16,3,30,11
3327,2016,95,2011,ENTERIC COATED STIMULANT LAXATIVE,2,50,10,3,50,11
3328,2016,83,1990,BISACODYL,2,56,16,3,52,11
3329,2016,721,2005,BISACODYL,1,209,10,3,354,11
3330,2016,1252,1991,BISAC-EVAC,2,31,16,3,725,11
3331,2016,110,2012,BISCOLAX LAXATIVE,2,25,16,3,69,11
3332,2016,25,2002,UNIT DOSE BISACODYL,2,25,3,3,24,11
3333,2016,1261,2008,BISACODYL,1,25,3,3,611,11
3334,2016,13,2013,GENTLE LAXATIVE,2,27,3,3,12,11
3335,2016,57,2000,STIMULANT LAXATIVE ENTERIC COATED,2,28,2,3,25,11
3336,2016,75,2002,FLEET,2,2,61,2,23,11
3337,2016,17,0,GENTLE LAXATIVE,2,29,24,2,14,11
3338,2016,130,2002,GENTLE LAXATIVE,1,30,2,2,114,11
3339,2016,360,2002,BISCOLAX,2,50,16,2,163,11
3340,2016,1007,2011,ENTERIC COATED STIMULANT LAXATIVE,2,50,10,2,536,11
3341,2016,287,1990,BISACODYL,2,56,16,2,151,11
3342,2016,4104,2005,BISACODYL,1,209,10,2,2807,11
3343,2016,6996,1991,BISAC-EVAC,2,31,16,2,2902,11
3344,2016,499,2012,BISCOLAX LAXATIVE,2,25,16,2,227,11
3345,2016,505,2002,UNIT DOSE BISACODYL,2,25,3,2,450,11
3346,2016,5262,2008,BISACODYL,1,25,3,2,3714,11
3347,2016,14,2015,UP AND UP GENTLE LAXATIVE,1,51,3,2,13,11
3348,2016,18,2006,BISACODYL,2,34,10,2,14,11
3349,2016,49,2011,LAXATIVE,2,36,3,2,30,11
3350,2016,103,2011,GENTLE LAXATIVE,2,54,2,2,61,11
3351,2016,52,2002,GENTLE LAXATIVE,1,57,60,2,40,11
3352,2016,80,2013,GENTLE LAXATIVE,2,27,3,2,51,11
3353,2016,40,2014,STIMULANT LAXATIVE,2,257,10,2,23,11
3354,2016,82,0,CVS BISACODYL,2,44,46,2,66,11
3355,2016,112,0,CVS GENTLE LAXATIVE,2,44,52,2,70,11
3356,2016,74,0,CVS GENTLE LAXATIVE,2,44,24,2,36,11
3357,2016,121,2000,STIMULANT LAXATIVE ENTERIC COATED,2,28,2,2,77,11
3358,2016,31,2012,LAXATIVE,2,43,3,2,22,11
3359,2016,12,0,DULCOLAX,2,258,46,2,12,11
3360,2016,53,2013,PYLERA,2,2,11,1,53,11
3361,2016,42,2013,PYLERA,2,2,11,3,39,11
3362,2016,53,2013,PYLERA,2,2,11,2,50,11
3363,2016,28,2008,BISMATROL,2,25,12,1,20,11
3364,2016,33,2015,SOOTHE,2,29,12,3,21,11
3365,2016,96,2008,BISMATROL,2,25,12,3,56,11
3366,2016,38,1989,GOOD SENSE STOMACH RELIEF,2,26,15,2,21,11
3367,2016,198,2015,SOOTHE,2,29,12,2,144,11
3368,2016,52,1998,SOOTHE,2,30,1,2,44,11
3369,2016,22,2011,SOOTHE,2,29,2,2,18,11
3370,2016,74,2003,PINK BISMUTH,2,209,1,2,36,11
3371,2016,421,2008,BISMATROL,2,25,12,2,250,11
3372,2016,39,2009,BISMATROL,2,25,12,2,36,11
3373,2016,145,2003,BISMATROL,2,25,1,2,100,11
3374,2016,48,0,PEPTO-BISMOL,2,259,25,2,41,11
3375,2016,11,2004,PEPTO-BISMOL,2,2,2,2,11,11
3376,2016,42,1997,LEADER STOMACH RELIEF,2,37,1,2,25,11
3377,2016,12,2011,EQUATE STOMACH RELIEF,1,260,1,2,12,11
3378,2016,21,2011,STOMACH RELIEF,2,27,2,2,18,11
3379,2016,46,2015,STOMACH RELIEF,2,27,12,2,27,11
3380,2016,30,2011,SUNMARK STOMACH RELIEF,2,27,1,2,27,11
3381,2016,13,0,CVS BISMUTH MAXIMUM STRENGTH,2,44,20,2,11,11
3382,2016,13,0,CVS BISMUTH,2,44,20,2,11,11
3383,2016,12,0,CVS BISMUTH,2,44,20,2,11,11
3384,2016,15,0,CVS BISMUTH,2,44,25,2,13,11
3385,2016,12,0,CVS STOMACH RELIEF,2,44,25,2,12,11
3386,2016,33,2015,STOMACH RELIEF,1,43,12,2,30,11
3387,2016,18,2012,HEALTH MART STOMACH RELIEF,2,43,1,2,18,11
3388,2016,409,2000,BISOPROLOL FUMARATE,1,157,3,1,121,9
3389,2016,139,2000,BISOPROLOL FUMARATE,1,157,3,1,46,9
3390,2016,126,2010,BISOPROLOL FUMARATE,1,16,8,1,46,9
3391,2016,102,2010,BISOPROLOL FUMARATE,1,16,8,1,29,9
3392,2016,238,2009,BISOPROLOL FUMARATE TABLETS,2,261,2,1,84,9
3393,2016,98,2009,BISOPROLOL FUMARATE TABLETS,1,261,2,1,31,9
3394,2016,584,2000,BISOPROLOL FUMARATE,1,157,3,3,189,9
3395,2016,201,2000,BISOPROLOL FUMARATE,1,157,3,3,63,9
3396,2016,156,2010,BISOPROLOL FUMARATE,1,16,8,3,58,9
3397,2016,75,2010,BISOPROLOL FUMARATE,1,16,8,3,30,9
3398,2016,943,2009,BISOPROLOL FUMARATE TABLETS,2,261,2,3,224,9
3399,2016,350,2009,BISOPROLOL FUMARATE TABLETS,1,261,2,3,68,9
3400,2016,294,2000,BISOPROLOL FUMARATE,1,157,3,2,68,9
3401,2016,89,2000,BISOPROLOL FUMARATE,1,157,3,2,18,9
3402,2016,169,2010,BISOPROLOL FUMARATE,1,16,8,2,39,9
3403,2016,210,2009,BISOPROLOL FUMARATE TABLETS,2,261,2,2,45,9
3404,2016,238,2000,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,157,3,1,88,9
3405,2016,164,2011,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,16,8,1,53,9
3406,2016,397,2011,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,16,8,1,104,9
3407,2016,282,2011,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,16,8,1,85,9
3408,2016,241,2010,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,261,2,1,72,9
3409,2016,579,2010,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,261,2,1,128,9
3410,2016,431,2010,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,261,2,1,124,9
3411,2016,342,2000,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,157,3,3,89,9
3412,2016,219,2011,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,16,8,3,64,9
3413,2016,446,2011,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,16,8,3,132,9
3414,2016,269,2011,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,16,8,3,89,9
3415,2016,387,2010,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,261,2,3,98,9
3416,2016,887,2010,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,261,2,3,218,9
3417,2016,857,2010,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,261,2,3,213,9
3418,2016,71,2000,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,157,3,2,13,9
3419,2016,99,2011,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,16,8,2,12,9
3420,2016,46,2011,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,16,8,2,16,9
3421,2016,170,2010,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,261,2,2,26,9
3422,2016,145,2010,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,1,261,2,2,27,9
3423,2016,61,0,BAYER CONTOUR,2,2,7,1,57,3
3424,2016,92,0,BAYER CONTOUR NEXT CONTROL,2,2,7,1,85,3
3425,2016,39,0,ONETOUCH VERIO,2,2,7,1,33,3
3426,2016,136,0,ONETOUCH ULTRA CONTROL,2,2,7,1,127,3
3427,2016,39,0,ONETOUCH ULTRA CONTROL,2,2,7,1,32,3
3428,2016,28,0,TRUETEST CONTROL LEVEL 1,2,2,7,1,22,3
3429,2016,31,0,TRUE METRIX LEVEL 1,2,2,7,1,28,3
3430,2016,397,0,ACCU-CHEK AVIVA,2,2,7,1,340,3
3431,2016,27,0,ACCU-CHEK COMPACT PLUS CONTROL,2,2,7,1,22,3
3432,2016,377,0,ACCU-CHEK SMARTVIEW CONTROL,2,2,7,1,343,3
3433,2016,51,0,FREESTYLE CONTROL SOLUTION,2,2,7,1,40,3
3434,2016,57,0,BAYER BREEZE 2 CONTROL,2,2,7,3,41,3
3435,2016,269,0,BAYER CONTOUR,2,2,7,3,189,3
3436,2016,147,0,BAYER CONTOUR NEXT CONTROL,2,2,7,3,121,3
3437,2016,18,0,BAYER CONTOUR NEXT CONTROL,2,2,7,3,15,3
3438,2016,37,0,INFINITY CONTROL,2,2,7,3,23,3
3439,2016,19,0,PRODIGY CONTROL SOLUTION,2,2,7,3,15,3
3440,2016,42,0,CARESENS CONTROL A,2,2,7,3,26,3
3441,2016,30,0,ONETOUCH VERIO,2,2,7,3,26,3
3442,2016,387,0,ONETOUCH ULTRA CONTROL,2,2,7,3,296,3
3443,2016,120,0,ONETOUCH ULTRA CONTROL,2,2,7,3,91,3
3444,2016,56,0,TRUECONTROL GLUCOSE CONT LEV 0,2,2,7,3,15,3
3445,2016,33,0,TRUETEST CONTROL LEVEL 1,2,2,7,3,27,3
3446,2016,20,0,TRUETEST CONTROL LEVEL 2,2,2,7,3,14,3
3447,2016,221,0,TRUE METRIX LEVEL 1,2,2,7,3,171,3
3448,2016,793,0,ACCU-CHEK AVIVA,2,2,7,3,529,3
3449,2016,38,0,ACCU-CHEK COMPACT PLUS CONTROL,2,2,7,3,27,3
3450,2016,476,0,ACCU-CHEK SMARTVIEW CONTROL,2,2,7,3,332,3
3451,2016,33,0,GMATE CONTROL LEVEL 2,2,2,7,3,18,3
3452,2016,61,0,FREESTYLE CONTROL SOLUTION,2,2,7,3,39,3
3453,2016,62,0,BAYER BREEZE 2 CONTROL,2,2,7,2,30,3
3454,2016,315,0,BAYER CONTOUR,2,2,7,2,241,3
3455,2016,22,0,BAYER CONTOUR,2,2,7,2,18,3
3456,2016,246,0,BAYER CONTOUR NEXT CONTROL,2,2,7,2,205,3
3457,2016,19,0,BAYER CONTOUR NEXT CONTROL,2,2,7,2,17,3
3458,2016,23,0,ONETOUCH VERIO,2,2,7,2,20,3
3459,2016,159,0,ONETOUCH ULTRA CONTROL,2,2,7,2,133,3
3460,2016,46,0,ONETOUCH ULTRA CONTROL,2,2,7,2,37,3
3461,2016,17,0,TRUE METRIX LEVEL 1,2,2,7,2,14,3
3462,2016,490,0,ACCU-CHEK AVIVA,2,2,7,2,367,3
3463,2016,374,0,ACCU-CHEK SMARTVIEW CONTROL,2,2,7,2,307,3
3464,2016,14,0,BAYER BREEZE 2 SYSTEM,2,2,7,1,14,3
3465,2016,633,0,BAYER CONTOUR MONITOR,2,2,7,1,630,3
3466,2016,533,0,BAYER CONTOUR NEXT EZ,2,2,7,1,527,3
3467,2016,413,0,BAYER CONTOUR NEXT MONITOR,2,2,7,1,409,3
3468,2016,58,0,BAYER CONTOUR NEXT USB MONITOR,2,2,7,1,58,3
3469,2016,18,0,BAYER CONTOUR NEXT EZ,2,2,7,1,18,3
3470,2016,30,0,RELION PRIME MONITOR,2,2,7,1,30,3
3471,2016,15,0,RELION CONFIRM GLUCOSE MONITOR,2,2,7,1,14,3
3472,2016,15,0,INFINITY BLOOD GLUCOSE SYSTEM,2,2,7,1,15,3
3473,2016,21,0,PRODIGY AUTOCODE BLOOD GLUCOSE,2,2,7,1,21,3
3474,2016,94,0,ACCU-CHEK COMPACT PLUS CARE,2,2,7,1,94,3
3475,2016,40,0,ONETOUCH VERIO FLEX SYSTEM,2,2,7,1,39,3
3476,2016,421,0,ONETOUCH ULTRA MINI,2,2,7,1,416,3
3477,2016,154,0,ONETOUCH VERIO IQ SYSTEM,2,2,7,1,153,3
3478,2016,47,0,ONETOUCH ULTRA MINI,2,2,7,1,46,3
3479,2016,2174,0,ONETOUCH ULTRA 2,2,2,7,1,2122,3
3480,2016,253,0,ONETOUCH VERIO,2,2,7,1,248,3
3481,2016,81,0,ONETOUCH ULTRA MINI,2,2,7,1,79,3
3482,2016,19,0,TRUETRACK BLOOD GLUCOSE,2,2,7,1,18,3
3483,2016,124,0,TRUERESULT BLOOD GLUCOSE,2,2,7,1,124,3
3484,2016,22,0,TRUE2GO BLOOD GLUCOSE MONITOR,2,2,7,1,21,3
3485,2016,255,0,TRUE METRIX METER,2,2,7,1,254,3
3486,2016,32,0,TRUE METRIX AIR GLUCOSE METER,2,2,7,1,31,3
3487,2016,17,0,PRECISION XTRA,2,2,7,1,17,3
3488,2016,2906,0,ACCU-CHEK AVIVA PLUS,2,2,7,1,2877,3
3489,2016,1225,0,ACCU-CHEK NANO SMARTVIEW,2,2,7,1,1215,3
3490,2016,95,0,ACCU-CHEK AVIVA CONNECT,2,2,7,1,94,3
3491,2016,78,0,FREESTYLE FREEDOM LITE,2,2,7,1,77,3
3492,2016,12,0,FREESTYLE INSULINX SYSTEM,2,2,7,1,12,3
3493,2016,47,0,BAYER BREEZE 2 SYSTEM,2,2,7,3,45,3
3494,2016,817,0,BAYER CONTOUR MONITOR,2,2,7,3,791,3
3495,2016,15,0,BAYER CONTOUR MONITOR,2,2,7,3,15,3
